number	source	itemNum	status	優先順位	day	Part	word	tittle	audioFile	pronunciation	meaning	audioPath	exampleFile	example
499	キクタンTOEIC TEST SCORE 990	0499		名詞：必修240	32	7	reviewer	"評論［批評］家（≒critic, pundit）
review： ?再調査　?復習　 ?批評
review： ?～を再調査［検討］する　?～を復習する　 ?～を批評する"	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day32\reviewer.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day32\pronunciation\reviewer.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day32\meaning\reviewer.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day32\sentence\reviewer.mp3	
500	キクタンTOEIC TEST SCORE 990	0500		名詞：必修240	32	7	shortcoming	"（通例～s）（～の）欠点、欠陥、短所（in [of] ～）（≒fault, defect,
weakness）"	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day32\shortcoming.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day32\pronunciation\shortcoming.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day32\meaning\shortcoming.png	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day32\sentence\shortcoming.mp3	
501	キクタンTOEIC TEST SCORE 990	0501		名詞：必修240	32	"2,3"	shortcut	"（～への）近道（to ～）（⇔detour：迂回路）　 比喩的な意味でも用いら
れる"	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day32\shortcut.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day32\pronunciation\shortcut.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day32\meaning\shortcut.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day32\sentence\shortcut.mp3	
502	キクタンTOEIC TEST SCORE 990	0502		名詞：必修240	32	"5,6"	demeanor	"態度、物腰、立ち居振る舞い（≒manner, attitude, behavior）"	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day32\demeanor.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day32\pronunciation\demeanor.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day32\meaning\demeanor.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day32\sentence\demeanor.mp3	
503	キクタンTOEIC TEST SCORE 990	0503		名詞：必修240	32	1	lighthouse	灯台	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day32\lighthouse.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day32\pronunciation\lighthouse.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day32\meaning\lighthouse.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day32\sentence\lighthouse.mp3	
504	キクタンTOEIC TEST SCORE 990	0504		名詞：必修240	32	7	liquidation	"?（会社などの）破産（≒bankruptcy）　?（負債などの）清算、弁済
liquidate： ?（倒産会社など）を解散［整理］する　?（負債など）を清算
［弁済］する"	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day32\liquidation.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day32\pronunciation\liquidation.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day32\meaning\liquidation.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day32\sentence\liquidation.mp3	
505	キクタンTOEIC TEST SCORE 990	0505		名詞：必修240	32	7	reorganization	"?再編成［組織］（≒restructuring）　?（企業の）再建
reorganize：～を再編成［組織］する"	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day32\reorganization.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day32\pronunciation\reorganization.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day32\meaning\reorganization.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day32\sentence\reorganization.mp3	
506	キクタンTOEIC TEST SCORE 990	0506		名詞：必修240	32	7	timepiece	"時計　 watch（腕［懐中］時計）、clock（置き［掛け］時計）の両方を指
す"	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day32\timepiece.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day32\pronunciation\timepiece.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day32\meaning\timepiece.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day32\sentence\timepiece.mp3	
507	キクタンTOEIC TEST SCORE 990	0507		名詞：必修240	32	"5,6"	acknowledgment	"?（～を）認めること、（～の）自白、白状、承認（of ～）　?感謝　
?（～s）謝辞　 ?受取通知書
acknowledge： ?（過失など）を認める　?（手紙など）を受け取ったことを
知らせる"	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day32\acknowledgment.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day32\pronunciation\acknowledgment.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day32\meaning\acknowledgment.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day32\sentence\acknowledgment.mp3	
508	キクタンTOEIC TEST SCORE 990	0508		名詞：必修240	32	"5,6"	affiliate	"系列［関連］会社、付属機関
（/?f?li?it/）（be affiliated with [to]で）～の系列下である、～に付属している
affiliation： ?（～との）提携、合併（with ～）　?所属、加入"	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day32\affiliate.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day32\pronunciation\affiliate.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day32\meaning\affiliate.png	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day32\sentence\affiliate.mp3	
509	キクタンTOEIC TEST SCORE 990	0509		名詞：必修240	32	"5,6"	bias	"（～に対する）偏見、先入観（against ～）（≒prejudice）
～に偏見［先入観］を抱かせる
biased：（意見などが）（～に）偏った、偏見を持った（against [toward, in
favor of] ～）
unbiased：偏見［先入観］のない、公平な"	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day32\bias.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day32\pronunciation\bias.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day32\meaning\bias.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day32\sentence\bias.mp3	
510	キクタンTOEIC TEST SCORE 990	0510		名詞：必修240	32	7	reimbursement	"払い戻し、返済（≒refund）
reimburse：（reimburse A for Bで）AにB（経費など）を返済する"	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day32\reimbursement.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day32\pronunciation\reimbursement.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day32\meaning\reimbursement.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day32\sentence\reimbursement.mp3	
511	キクタンTOEIC TEST SCORE 990	0511		名詞：必修240	32	"5,6"	reminder	"（～を）思い出させるもの、（～の）思い出（of ～）、督促状　
remainder（残り）と混同しないように注意
remind：（remind A of [about] Bで）AにBを思い出させる、気づかせる"	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day32\reminder.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day32\pronunciation\reminder.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day32\meaning\reminder.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day32\sentence\reminder.mp3	
512	キクタンTOEIC TEST SCORE 990	0512		名詞：必修240	32	7	bribery	"賄賂行為、贈賄、収賄（≒payoff）
bribe：賄賂
bribe：～に賄賂を贈る"	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day32\bribery.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day32\pronunciation\bribery.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day32\meaning\bribery.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day32\sentence\bribery.mp3	
513	キクタンTOEIC TEST SCORE 990	0513		名詞：必修240	33	"5,6"	condominium	"分譲マンション　 短縮形のcondoもよく使われる。mansionは「大邸
宅」"	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day33\condominium.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day33\pronunciation\condominium.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day33\meaning\condominium.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day33\sentence\condominium.mp3	
514	キクタンTOEIC TEST SCORE 990	0514		名詞：必修240	33	"5,6"	epidemic	"?（病気などの）流行、蔓延　?伝染病（≒plague）　 endemicは「風
土病」、pandemicは「全国［世界］的流行病」
（病気が）流行［伝染］性の"	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day33\epidemic.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day33\pronunciation\epidemic.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day33\meaning\epidemic.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day33\sentence\epidemic.mp3	
515	キクタンTOEIC TEST SCORE 990	0515		名詞：必修240	33	"5,6"	humidity	"湿度、湿気
humid：湿気の多い、蒸し蒸しする"	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day33\humidity.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day33\pronunciation\humidity.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day33\meaning\humidity.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day33\sentence\humidity.mp3	
516	キクタンTOEIC TEST SCORE 990	0516		名詞：必修240	33	"5,6"	inhabitant	"住民、居住者（≒resident）
inhabit：～に住む、生息する"	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day33\inhabitant.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day33\pronunciation\inhabitant.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day33\meaning\inhabitant.png	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day33\sentence\inhabitant.mp3	
517	キクタンTOEIC TEST SCORE 990	0517		名詞：必修240	33	4	integrity	?誠実、正直（≒honesty）　?無傷の［完全な］状態	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day33\integrity.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day33\pronunciation\integrity.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day33\meaning\integrity.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day33\sentence\integrity.mp3	
518	キクタンTOEIC TEST SCORE 990	0518		名詞：必修240	33	1	outfit	"服装［衣装］（一そろい）（≒clothes, clothing, attire, apparel）
～に（…を）装備させる（with . . .）"	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day33\outfit.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day33\pronunciation\outfit.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day33\meaning\outfit.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day33\sentence\outfit.mp3	
519	キクタンTOEIC TEST SCORE 990	0519		名詞：必修240	33	"5,6"	tendency	"（～への／…する）傾向、性向（to [toward] ～/to do）（≒trend,
inclination）
tend：（tend to doで）～しがちである、～する傾向がある"	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day33\tendency.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day33\pronunciation\tendency.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day33\meaning\tendency.png	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day33\sentence\tendency.mp3	
520	キクタンTOEIC TEST SCORE 990	0520		名詞：必修240	33	"5,6"	accountability	"（説明）責任（≒responsibility）
account：（account forで） ?（ある割合）を占める　?～（の理由・原因）
を説明する"	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day33\accountability.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day33\pronunciation\accountability.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day33\meaning\accountability.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day33\sentence\accountability.mp3	
521	キクタンTOEIC TEST SCORE 990	0521		名詞：必修240	33	7	ally	"?協力者、味方　?同盟国
（/?l?i/）（ally oneself to [with]で）～と同盟［提携］している
alliance：（～との／…の間の）提携、同盟（with ～/between . . .）
allied： ?同盟した　?（～と）関連した（to [with] ～）"	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day33\ally.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day33\pronunciation\ally.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day33\meaning\ally.png	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day33\sentence\ally.mp3	
522	キクタンTOEIC TEST SCORE 990	0522		名詞：必修240	33	"5,6"	attachment	"?（電子メールの）添付ファイル　?（～への）愛着、愛情（to [for] ～）
（≒love）　 ?付属品
attach：（attach A to Bで）AをBに添付する、貼りつける"	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day33\attachment.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day33\pronunciation\attachment.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day33\meaning\attachment.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day33\sentence\attachment.mp3	
523	キクタンTOEIC TEST SCORE 990	0523		名詞：必修240	33	4	dedication	"（～への）献身（to ～）（≒devotion）
dedicate： ?（dedicate A to Bで）AをBにささげる　?（be dedicated to
で）～に専念［熱中］している
dedicated： ?熱心な、献身的な、ひたむきな　?（装置などが）ある特定
の目的用の、専用の"	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day33\dedication.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day33\pronunciation\dedication.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day33\meaning\dedication.png	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day33\sentence\dedication.mp3	
524	キクタンTOEIC TEST SCORE 990	0524		名詞：必修240	33	"5,6"	disclosure	"（～の）発覚、暴露、発表（of ～）
disclose：（秘密など）を明らかにする、暴露する、暴く"	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day33\disclosure.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day33\pronunciation\disclosure.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day33\meaning\disclosure.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day33\sentence\disclosure.mp3	
525	キクタンTOEIC TEST SCORE 990	0525		名詞：必修240	33	"5,6"	discrepancy	（～の間の）相違、不一致（between ～）（≒difference）	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day33\discrepancy.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day33\pronunciation\discrepancy.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day33\meaning\discrepancy.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day33\sentence\discrepancy.mp3	
526	キクタンTOEIC TEST SCORE 990	0526		名詞：必修240	33	"5,6"	endorsement	"?承認、是認　?（小切手などの）裏書き
endorse： ?～を承認［是認、支持］する　?（小切手など）に裏書きする"	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day33\endorsement.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day33\pronunciation\endorsement.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day33\meaning\endorsement.png	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day33\sentence\endorsement.mp3	
527	キクタンTOEIC TEST SCORE 990	0527		名詞：必修240	33	4	get-together	"（非公式の）集まり、パーティー、会合、親睦［懇親］会（≒meeting,
gathering）
get together：集まる、（～と）会う（with ～）"	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day33\get-together.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day33\pronunciation\get-together.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day33\meaning\get-together.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day33\sentence\get-together.mp3	
